relationID	placeID	name	relation link	place link
306357	240047056	Halvesbostel	https://www.openstreetmap.org/relation/306357	https://www.openstreetmap.org/node/240047056
417461	240031709	Oberursel	https://www.openstreetmap.org/relation/417461	https://www.openstreetmap.org/node/240031709
722060	29909374	Holzgerlingen	https://www.openstreetmap.org/relation/722060	https://www.openstreetmap.org/node/29909374
1028537	240127577	Ursensollen	https://www.openstreetmap.org/relation/1028537	https://www.openstreetmap.org/node/240127577
1182316	240116977	Utzenhain	https://www.openstreetmap.org/relation/1182316	https://www.openstreetmap.org/node/240116977
1437543	240063221	Ralswiek	https://www.openstreetmap.org/relation/1437543	https://www.openstreetmap.org/node/240063221
1572474	272523335	Rönne	https://www.openstreetmap.org/relation/1572474	https://www.openstreetmap.org/node/272523335
3497785	1610267973	Altstadt	https://www.openstreetmap.org/relation/3497785	https://www.openstreetmap.org/node/1610267973
1785657	240062082	Miltzow	https://www.openstreetmap.org/relation/1785657	https://www.openstreetmap.org/node/240062082
1337348	1303453056	Stukenborg	https://www.openstreetmap.org/relation/1337348	https://www.openstreetmap.org/node/1303453056
3490868	570907939	Ruploh	https://www.openstreetmap.org/relation/3490868	https://www.openstreetmap.org/node/570907939
3189113	1587464619	Schonnebeck	https://www.openstreetmap.org/relation/3189113	https://www.openstreetmap.org/node/1587464619
3896557	2139951264	Brebber	https://www.openstreetmap.org/relation/3896557	https://www.openstreetmap.org/node/2139951264
3189111	1587464600	Katernberg	https://www.openstreetmap.org/relation/3189111	https://www.openstreetmap.org/node/1587464600
4465583	258855884	Nendingen	https://www.openstreetmap.org/relation/4465583	https://www.openstreetmap.org/node/258855884
4576671	1643152876	Jeßnitz - Jaseńca	https://www.openstreetmap.org/relation/4576671	https://www.openstreetmap.org/node/1643152876
4772523	430039330	Horstfelde	https://www.openstreetmap.org/relation/4772523	https://www.openstreetmap.org/node/430039330
4870514	101538464	Dachtel	https://www.openstreetmap.org/relation/4870514	https://www.openstreetmap.org/node/101538464
5122294	1461118412	Unterjettingen	https://www.openstreetmap.org/relation/5122294	https://www.openstreetmap.org/node/1461118412
5186079	240077946	Ragow	https://www.openstreetmap.org/relation/5186079	https://www.openstreetmap.org/node/240077946
5335851	2208010404	Stepfershausen	https://www.openstreetmap.org/relation/5335851	https://www.openstreetmap.org/node/2208010404
5621304	245855843	Rettersheim	https://www.openstreetmap.org/relation/5621304	https://www.openstreetmap.org/node/245855843
5776644	3909789398	Karthaus	https://www.openstreetmap.org/relation/5776644	https://www.openstreetmap.org/node/3909789398
5927676	304323107	Fischelbach	https://www.openstreetmap.org/relation/5927676	https://www.openstreetmap.org/node/304323107
6029428	276807298	Lübnitz	https://www.openstreetmap.org/relation/6029428	https://www.openstreetmap.org/node/276807298
308513	240056668	Brackel	https://www.openstreetmap.org/relation/308513	https://www.openstreetmap.org/node/240056668
3189154	255096605	Steele	https://www.openstreetmap.org/relation/3189154	https://www.openstreetmap.org/node/255096605
1028801	29748262	Berching	https://www.openstreetmap.org/relation/1028801	https://www.openstreetmap.org/node/29748262
4217830	260629696	Zülichendorf	https://www.openstreetmap.org/relation/4217830	https://www.openstreetmap.org/node/260629696
6618245	4423782442	Ehrsen-Breden	https://www.openstreetmap.org/relation/6618245	https://www.openstreetmap.org/node/4423782442
6854480	1611714139	Kollnau	https://www.openstreetmap.org/relation/6854480	https://www.openstreetmap.org/node/1611714139
4217816	256592993	Kemnitz	https://www.openstreetmap.org/relation/4217816	https://www.openstreetmap.org/node/256592993
308488	240071353	Drage	https://www.openstreetmap.org/relation/308488	https://www.openstreetmap.org/node/240071353
7427889	240037790	Johannesberg	https://www.openstreetmap.org/relation/7427889	https://www.openstreetmap.org/node/240037790
4217807	260627443	Nettgendorf	https://www.openstreetmap.org/relation/4217807	https://www.openstreetmap.org/node/260627443
8229815	240023798	Schneeberg	https://www.openstreetmap.org/relation/8229815	https://www.openstreetmap.org/node/240023798
8538212	240081573	Grabko	https://www.openstreetmap.org/relation/8538212	https://www.openstreetmap.org/node/240081573
3189132	269591901	Leithe	https://www.openstreetmap.org/relation/3189132	https://www.openstreetmap.org/node/269591901
8643403	1521010562	Lühnde	https://www.openstreetmap.org/relation/8643403	https://www.openstreetmap.org/node/1521010562
8229988	148146685	Weckbach	https://www.openstreetmap.org/relation/8229988	https://www.openstreetmap.org/node/148146685
9127920	520182697	Katerbow	https://www.openstreetmap.org/relation/9127920	https://www.openstreetmap.org/node/520182697
9258720	295712899	Fleeste	https://www.openstreetmap.org/relation/9258720	https://www.openstreetmap.org/node/295712899
9363077	377807596	Salz	https://www.openstreetmap.org/relation/9363077	https://www.openstreetmap.org/node/377807596
9487296	1675856258	Hesselbach	https://www.openstreetmap.org/relation/9487296	https://www.openstreetmap.org/node/1675856258
9697672	2247273692	Heimersheim	https://www.openstreetmap.org/relation/9697672	https://www.openstreetmap.org/node/2247273692
9792689	251781669	Illnhausen	https://www.openstreetmap.org/relation/9792689	https://www.openstreetmap.org/node/251781669
3189128	1587464602	Kray	https://www.openstreetmap.org/relation/3189128	https://www.openstreetmap.org/node/1587464602
1028565	240092349	Kastl	https://www.openstreetmap.org/relation/1028565	https://www.openstreetmap.org/node/240092349
1028564	240087546	Gebenbach	https://www.openstreetmap.org/relation/1028564	https://www.openstreetmap.org/node/240087546
1028562	240057316	Ebermannsdorf	https://www.openstreetmap.org/relation/1028562	https://www.openstreetmap.org/node/240057316
1028561	240080235	Poppenricht	https://www.openstreetmap.org/relation/1028561	https://www.openstreetmap.org/node/240080235
1028560	240046996	Etzelwang	https://www.openstreetmap.org/relation/1028560	https://www.openstreetmap.org/node/240046996
1028559	240099537	Freihung	https://www.openstreetmap.org/relation/1028559	https://www.openstreetmap.org/node/240099537
1028558	240028186	Hohenburg	https://www.openstreetmap.org/relation/1028558	https://www.openstreetmap.org/node/240028186
1028557	240051466	Hahnbach	https://www.openstreetmap.org/relation/1028557	https://www.openstreetmap.org/node/240051466
1028556	240081964	Freudenberg	https://www.openstreetmap.org/relation/1028556	https://www.openstreetmap.org/node/240081964
1028554	240081720	Edelsfeld	https://www.openstreetmap.org/relation/1028554	https://www.openstreetmap.org/node/240081720
1028553	240061936	Ammerthal	https://www.openstreetmap.org/relation/1028553	https://www.openstreetmap.org/node/240061936
1028552	1200363875	Sulzbach-Rosenberg	https://www.openstreetmap.org/relation/1028552	https://www.openstreetmap.org/node/1200363875
1028551	240053300	Schnaittenbach	https://www.openstreetmap.org/relation/1028551	https://www.openstreetmap.org/node/240053300
1028550	240070411	Weigendorf	https://www.openstreetmap.org/relation/1028550	https://www.openstreetmap.org/node/240070411
1028549	319743105	Vilseck	https://www.openstreetmap.org/relation/1028549	https://www.openstreetmap.org/node/319743105
1028548	240106689	Rieden	https://www.openstreetmap.org/relation/1028548	https://www.openstreetmap.org/node/240106689
1028547	240126491	Auerbach in der Oberpfalz	https://www.openstreetmap.org/relation/1028547	https://www.openstreetmap.org/node/240126491
1028546	240066337	Neukirchen bei Sulzbach-Rosenberg	https://www.openstreetmap.org/relation/1028546	https://www.openstreetmap.org/node/240066337
1028544	240053005	Ensdorf	https://www.openstreetmap.org/relation/1028544	https://www.openstreetmap.org/node/240053005
1028543	240098029	Hirschbach	https://www.openstreetmap.org/relation/1028543	https://www.openstreetmap.org/node/240098029
1028542	240051071	Königstein	https://www.openstreetmap.org/relation/1028542	https://www.openstreetmap.org/node/240051071
1028541	240088552	Illschwang	https://www.openstreetmap.org/relation/1028541	https://www.openstreetmap.org/node/240088552
1028540	240027064	Kümmersbruck	https://www.openstreetmap.org/relation/1028540	https://www.openstreetmap.org/node/240027064
1028538	240090570	Hirschau	https://www.openstreetmap.org/relation/1028538	https://www.openstreetmap.org/node/240090570
308392	1594957824	Wiernsheim	https://www.openstreetmap.org/relation/308392	https://www.openstreetmap.org/node/1594957824
308388	1502763984	Illingen	https://www.openstreetmap.org/relation/308388	https://www.openstreetmap.org/node/1502763984
3189148	255095902	Freisenbruch	https://www.openstreetmap.org/relation/3189148	https://www.openstreetmap.org/node/255095902
1028506	956116538	Ehlingen	https://www.openstreetmap.org/relation/1028506	https://www.openstreetmap.org/node/956116538
5657969	25618833	Schlangen	https://www.openstreetmap.org/relation/5657969	https://www.openstreetmap.org/node/25618833
5657968	33342223	Oesterholz-Haustenbeck	https://www.openstreetmap.org/relation/5657968	https://www.openstreetmap.org/node/33342223
5657967	3832595944	Buke	https://www.openstreetmap.org/relation/5657967	https://www.openstreetmap.org/node/3832595944
1028499	1542385875	Heimersheim	https://www.openstreetmap.org/relation/1028499	https://www.openstreetmap.org/node/1542385875
